fq_name,count
org.jetbrains.kotlin.psi.KtClass,85
org.jetbrains.kotlin.psi.KtConstructor,7
org.jetbrains.kotlin.resolve.descriptorUtil.fqNameUnsafe,3
org.jetbrains.kotlin.resolve.lazy.ResolveSession,2
org.jetbrains.kotlin.types.typeUtil.supertypes,13
com.intellij.openapi.util.ModificationTracker,6
com.intellij.psi.PsiJavaFile,14
com.intellij.psi.impl.PsiTreeChangeEventImpl,3
com.intellij.psi.impl.PsiTreeChangePreprocessor,2
org.jetbrains.kotlin.descriptors,13
org.jetbrains.kotlin.idea.caches.resolve.findModuleDescriptor,2
org.jetbrains.kotlin.idea.caches.resolve.getResolutionFacade,2
org.jetbrains.kotlin.idea.caches.resolve.resolveImportReference,2
org.jetbrains.kotlin.idea.imports.importableFqName,2
org.jetbrains.kotlin.idea.intentions.SelfTargetingIntention,3
org.jetbrains.kotlin.idea.util.ImportInsertHelper,3
org.jetbrains.kotlin.name.FqName,73
org.jetbrains.kotlin.resolve,5
org.jetbrains.kotlin.resolve.calls.callUtil.getResolvedCall,4
org.jetbrains.kotlin.resolve.calls.model.ResolvedCall,10
org.jetbrains.kotlin.resolve.descriptorUtil.resolveTopLevelClass,2
org.jetbrains.kotlin.types.lowerIfFlexible,2
com.intellij.facet.FacetManager,8
com.intellij.openapi.roots.ModuleRootManager,28
com.intellij.openapi.roots.ProjectRootManager,20
com.intellij.openapi.ui.ex.MessagesEx,4
com.intellij.openapi.vfs.LocalFileSystem,28
com.intellij.openapi.vfs.VfsUtilCore,22
com.intellij.openapi.vfs.VirtualFileVisitor,11
org.jetbrains.kotlin.idea.refactoring.fqName.getKotlinFqName,3
java.text.MessageFormat,20
mu.KotlinLogging,282
org.yaml.snakeyaml.Yaml,16
org.assertj.core.api.Assertions.assertThat,1607
org.assertj.core.api.Assertions.assertThatThrownBy,34
org.assertj.core.api.Assertions,90
com.ionspin.kotlin.bignum.integer.BigInteger,1
com.ionspin.kotlin.bignum.integer.toBigInteger,1
kotlin.math.tan,5
kotlinx.datetime.Instant,49
io.ktor.http,68
org.apache.commons.codec.binary.Hex,4
org.gradle.api.file.CopySpec,3
org.gradle.api.tasks.bundling.Jar,24
org.gradle.kotlin.dsl.task,1
org.jetbrains.exposed.dao.LongEntity,18
org.jetbrains.exposed.dao.LongEntityClass,17
org.jetbrains.exposed.dao.id.EntityID,54
org.jetbrains.exposed.dao.Entity,20
org.jetbrains.exposed.dao.EntityClass,19
org.jetbrains.exposed.sql.ResultRow,8
org.jetbrains.exposed.sql.SortOrder,23
org.jetbrains.exposed.sql.SqlExpressionBuilder,12
org.jetbrains.exposed.sql.and,66
org.jetbrains.exposed.sql.or,8
org.jetbrains.exposed.sql.select,71
org.jetbrains.exposed.sql.update,20
java.time.ZonedDateTime,83
com.github.benmanes.caffeine.cache.Caffeine,36
kotlinx.coroutines.sync.Mutex,64
kotlinx.coroutines.sync.withLock,64
net.dv8tion.jda.api.entities.Guild,82
org.jetbrains.exposed.sql.transactions.transaction,83
kotlin.math.ceil,78
kotlin.reflect.KMutableProperty1,15
javax.imageio.stream.FileImageOutputStream,14
java.awt.Font,54
java.awt.image.RenderedImage,4
javax.imageio,6
javax.imageio.metadata.IIOMetadata,3
javax.imageio.metadata.IIOMetadataNode,3
javax.imageio.stream.ImageOutputStream,2
kotlinx.coroutines.debug.DebugProbes,3
java.util.concurrent.ThreadPoolExecutor,9
net.dv8tion.jda.api.OnlineStatus,4
net.dv8tion.jda.api.requests.GatewayIntent,1
net.dv8tion.jda.api.utils.cache.CacheFlag,2
kotlinx.serialization.SerialName,265
org.jetbrains.exposed.sql,10
org.jetbrains.exposed.sql.statements.jdbc.JdbcConnectionImpl,1
org.jetbrains.exposed.sql.transactions.TransactionManager,4
org.jetbrains.exposed.sql.Column,12
org.jetbrains.exposed.sql.ColumnType,3
org.jetbrains.exposed.sql.Table,12
org.jetbrains.exposed.sql.statements.api.PreparedStatementApi,4
org.postgresql.util.PGobject,7
com.google.gson.JsonElement,64
com.google.gson.JsonParser,65
club.minnced.discord.webhook.WebhookClientBuilder,2
club.minnced.discord.webhook.exception.HttpException,1
club.minnced.discord.webhook.send.WebhookEmbed,2
club.minnced.discord.webhook.send.WebhookEmbedBuilder,2
club.minnced.discord.webhook.send.WebhookMessage,2
club.minnced.discord.webhook.send.WebhookMessageBuilder,6
kotlinx.coroutines.future.await,12
net.dv8tion.jda.api.Permission,59
net.dv8tion.jda.api.entities.Member,16
net.dv8tion.jda.api.entities.Message,27
net.dv8tion.jda.api.entities.TextChannel,14
net.dv8tion.jda.api.entities.VoiceChannel,2
net.dv8tion.jda.api.entities.Webhook,1
net.dv8tion.jda.api.entities.WebhookType,2
pw.forst.exposed.insertOrUpdate,3
javax.crypto.Cipher,20
javax.crypto.spec.IvParameterSpec,9
javax.crypto.spec.SecretKeySpec,23
org.jetbrains.exposed.sql.deleteWhere,32
java.sql.Connection,53
com.github.kevinsawicki.http.HttpRequest,31
com.github.salomonbrys.kotson,22
com.google.gson.JsonArray,11
net.dv8tion.jda.api.MessageBuilder,15
net.dv8tion.jda.api.entities,5
net.dv8tion.jda.api.exceptions.ErrorResponseException,7
net.dv8tion.jda.api.requests.ErrorResponse,2
net.dv8tion.jda.api.requests.RestAction,1
net.dv8tion.jda.api.requests.restaction.MessageAction,1
java.text.DateFormatSymbols,2
java.time.OffsetDateTime,59
java.time.ZoneId,97
net.dv8tion.jda.api.EmbedBuilder,64
net.dv8tion.jda.api.entities.MessageEmbed,8
com.fasterxml.jackson.databind.BeanDescription,8
com.fasterxml.jackson.databind.DeserializationConfig,5
com.fasterxml.jackson.databind.JsonDeserializer,12
com.fasterxml.jackson.databind.PropertyNamingStrategy,5
com.fasterxml.jackson.databind.deser.BeanDeserializerModifier,3
com.fasterxml.jackson.databind.module.SimpleModule,20
com.fasterxml.jackson.databind.type.MapType,4
com.fasterxml.jackson.dataformat.yaml.YAMLFactory,12
com.fasterxml.jackson.dataformat.yaml.YAMLGenerator,6
com.fasterxml.jackson.module.paramnames.ParameterNamesModule,3
com.jasonclawson.jackson.dataformat.hocon.HoconFactory,1
kotlinx.serialization.hocon.Hocon,2
com.google.gson.JsonObject,70
org.json.XML,4
net.dv8tion.jda.api.entities.User,42
com.google.common.cache.CacheBuilder,24
java.awt,27
java.awt.geom.RoundRectangle2D,4
kotlin.streams.toList,37
com.google.common.collect.Sets,4
com.google.common.util.concurrent.ThreadFactoryBuilder,4
java.time.LocalDate,521
java.time.LocalTime,54
java.time.ZoneOffset,56
net.dv8tion.jda.api.entities.ChannelType,7
net.dv8tion.jda.api.entities.GuildChannel,2
net.dv8tion.jda.api.events.message.react.GenericMessageReactionEvent,3
net.dv8tion.jda.api.events.message.react.MessageReactionAddEvent,2
net.dv8tion.jda.api.events.message.react.MessageReactionRemoveEvent,2
kotlin.collections.component1,15
kotlin.collections.component2,15
kotlin.collections.set,71
club.minnced.discord.webhook.WebhookClient,2
net.dv8tion.jda.api.entities.MessageChannel,4
net.dv8tion.jda.api.exceptions.PermissionException,3
com.github.salomonbrys.kotson.array,14
com.github.salomonbrys.kotson.get,28
com.github.salomonbrys.kotson.int,11
com.github.salomonbrys.kotson.jsonObject,67
com.github.salomonbrys.kotson.long,15
com.github.salomonbrys.kotson.nullString,24
com.github.salomonbrys.kotson.obj,32
com.github.salomonbrys.kotson.string,39
io.ktor.client.statement,13
kotlinx.coroutines.withTimeout,31
net.dv8tion.jda.api.JDA,5
net.dv8tion.jda.api.entities.Emote,4
net.dv8tion.jda.api.sharding.ShardManager,1
org.jetbrains.exposed.sql.insert,40
java.net.InetSocketAddress,67
java.net.Proxy,50
com.fasterxml.jackson.module.kotlin.readValue,83
net.dv8tion.jda.api.utils.MiscUtil,1
org.apache.commons.lang3.ArrayUtils,4
java.awt.Image,9
java.text.DecimalFormat,42
java.text.DecimalFormatSymbols,15
org.jetbrains.exposed.dao.id.LongIdTable,61
org.jetbrains.exposed.sql.ReferenceOption,3
org.jetbrains.exposed.sql.LongColumnType,5
org.jetbrains.exposed.sql.TextColumnType,4
org.jetbrains.exposed.dao.id.IdTable,5
com.google.common.collect.EvictingQueue,1
com.google.common.collect.Queues,1
org.apache.commons.text.similarity.LevenshteinDistance,2
net.dv8tion.jda.api.events.guild.member.GuildMemberJoinEvent,2
net.dv8tion.jda.api.events.guild.member.GuildMemberRemoveEvent,2
org.apache.commons.io.IOUtils,20
java.nio.charset.Charset,197
java.util.concurrent.CopyOnWriteArrayList,33
net.dv8tion.jda.api.entities.MessageReaction,1
net.dv8tion.jda.api.entities.Role,6
net.dv8tion.jda.api.events.message.guild.react.GuildMessageReactionAddEvent,4
net.dv8tion.jda.api.events.message.guild.react.GuildMessageReactionRemoveEvent,2
com.zaxxer.hikari.HikariConfig,8
com.zaxxer.hikari.HikariDataSource,9
org.jetbrains.exposed.sql.Database,22
net.dv8tion.jda.api.entities.Activity,2
net.dv8tion.jda.api.entities.Icon,3
com.github.salomonbrys.kotson.bool,6
com.mitchellbosecke.pebble.PebbleEngine,5
com.mitchellbosecke.pebble.attributes.methodaccess.NoOpMethodAccessValidator,1
com.mitchellbosecke.pebble.cache.tag.CaffeineTagCache,1
com.mitchellbosecke.pebble.cache.template.CaffeineTemplateCache,1
com.mitchellbosecke.pebble.loader.FileLoader,1
io.ktor.http.HttpStatusCode,22
com.github.salomonbrys.kotson.fromJson,4
org.jetbrains.exposed.sql.selectAll,17
io.ktor.client.statement.HttpResponse,12
io.ktor.client.statement.readText,8
io.ktor.http.userAgent,2
javax.script.Invocable,1
javax.script.ScriptEngineManager,7
kotlinx.coroutines.awaitAll,58
org.jetbrains.exposed.sql.insertAndGetId,7
com.github.salomonbrys.kotson.nullArray,6
org.jsoup.nodes.Document,20
org.jsoup.safety.Whitelist,2
java.awt.Canvas,4
java.awt.FontMetrics,9
com.github.salomonbrys.kotson.jsonArray,6
io.ktor.client.call,5
org.apache.commons.codec.digest.DigestUtils,18
com.google.common.math.BigIntegerMath,2
org.apache.commons.lang3.StringUtils,47
java.awt.geom.AffineTransform,10
java.awt.image.AffineTransformOp,6
java.awt.image.FilteredImageSource,1
java.awt.image.RGBImageFilter,2
java.awt.GradientPaint,3
java.awt.geom.Path2D,4
java.util.jar.Attributes,8
com.github.salomonbrys.kotson.nullObj,3
net.dv8tion.jda.api.Region,1
kotlinx.coroutines.asCoroutineDispatcher,26
com.github.salomonbrys.kotson.double,4
org.apache.commons.codec.Charsets,1
net.dv8tion.jda.api.exceptions.HierarchyException,1
net.dv8tion.jda.api.utils.MarkdownSanitizer,2
org.apache.commons.lang3.exception.ExceptionUtils,3
net.dv8tion.jda.api.events.guild.GuildJoinEvent,2
net.dv8tion.jda.api.events.guild.GuildLeaveEvent,2
net.dv8tion.jda.api.events.guild.GuildReadyEvent,2
net.dv8tion.jda.api.events.guild.invite.GuildInviteCreateEvent,1
net.dv8tion.jda.api.events.guild.invite.GuildInviteDeleteEvent,1
net.dv8tion.jda.api.events.http.HttpRequestEvent,1
net.dv8tion.jda.api.hooks.ListenerAdapter,11
org.slf4j.LoggerFactory,231
net.dv8tion.jda.api.entities.MessageType,2
net.dv8tion.jda.api.events.message.MessageBulkDeleteEvent,2
net.dv8tion.jda.api.events.message.MessageDeleteEvent,1
net.dv8tion.jda.api.events.message.guild.GuildMessageReceivedEvent,3
net.dv8tion.jda.api.events.message.guild.GuildMessageUpdateEvent,1
net.dv8tion.jda.api.events.message.priv.PrivateMessageReceivedEvent,3
net.dv8tion.jda.api.events.guild.GuildBanEvent,1
net.dv8tion.jda.api.events.guild.GuildUnbanEvent,1
net.dv8tion.jda.api.events.guild.member.update.GuildMemberUpdateNicknameEvent,1
net.dv8tion.jda.api.events.message.guild.GuildMessageDeleteEvent,1
net.dv8tion.jda.api.events.user.update.UserUpdateAvatarEvent,1
net.dv8tion.jda.api.events.guild.voice.GuildVoiceJoinEvent,1
net.dv8tion.jda.api.events.guild.voice.GuildVoiceLeaveEvent,1
net.dv8tion.jda.api.events.guild.voice.GuildVoiceMoveEvent,1
net.dv8tion.jda.api.events,1
com.rabbitmq.client.Channel,1
com.rabbitmq.client.ConnectionFactory,3
kotlinx.coroutines.sync.Semaphore,17
kotlinx.coroutines.sync.withPermit,14
net.dv8tion.jda.api.events.RawGatewayEvent,1
com.github.salomonbrys.kotson.nullInt,2
com.github.salomonbrys.kotson.nullLong,5
net.dv8tion.jda.api.sharding.DefaultShardManagerBuilder,1
net.dv8tion.jda.api.utils.ChunkingFilter,1
net.dv8tion.jda.api.utils.MemberCachePolicy,1
okhttp3.Dispatcher,5
okhttp3.Protocol,12
org.jetbrains.exposed.sql.SchemaUtils,18
ch.qos.logback.core.joran.spi.NoAutoStart,1
ch.qos.logback.core.rolling.SizeAndTimeBasedFNATP,1
io.prometheus.client.Collector,5
io.prometheus.client.Counter,2
io.prometheus.client.Gauge,3
io.prometheus.client.Histogram,2
jdk.jfr.EventSettings,1
jdk.jfr.consumer.RecordedEvent,1
jdk.jfr.consumer.RecordedObject,1
jdk.jfr.consumer.RecordingStream,1
org.slf4j.Logger,126
java.util.function.Consumer,55
net.dv8tion.jda.api.exceptions.InsufficientPermissionException,1
net.perfectdreams.sequins.text.StringUtils,1
javax.imageio.stream.ImageInputStream,1
com.typesafe.config.ConfigFactory,11
com.typesafe.config.ConfigParseOptions,1
kotlinx.serialization.hocon.decodeFromConfig,1
mu.KLogger,5
org.jetbrains.kotlin.utils.addToStdlib.sumByLong,2
kotlinx.serialization.encodeToString,97
java.time.temporal.ChronoUnit,40
io.ktor.client.request.forms.FormDataContent,1
io.ktor.client.request.request,3
io.ktor.client.request.url,4
io.ktor.http.content.TextContent,3
com.vladsch.flexmark.ext.gfm.strikethrough.StrikethroughExtension,2
com.vladsch.flexmark.ext.tables.TablesExtension,2
com.vladsch.flexmark.html.HtmlRenderer,4
com.vladsch.flexmark.parser.Parser,4
com.vladsch.flexmark.util.data.MutableDataSet,4
com.github.salomonbrys.kotson.toJsonArray,12
kotlinx.serialization.builtins.ListSerializer,41
com.github.salomonbrys.kotson.nullBool,2
net.perfectdreams.dreamstorageservice.data.api.CreateImageLinkRequest,2
net.perfectdreams.dreamstorageservice.data.api.DeleteImageLinkRequest,2
net.perfectdreams.dreamstorageservice.data.api.UploadImageRequest,2
com.fasterxml.jackson.databind.JsonNode,75
io.ktor.application,112
io.ktor.request,42
io.ktor.response,30
io.ktor.sessions,5
com.github.salomonbrys.kotson.set,7
io.ktor.util,44
kotlinx.html.body,6
kotlinx.html.head,3
kotlinx.html.html,2
kotlinx.html.meta,4
kotlinx.html.p,35
kotlinx.html.stream.createHTML,15
kotlinx.html.title,3
io.ktor.application.ApplicationCall,49
io.ktor.sessions.clear,1
io.ktor.sessions.sessions,1
net.perfectdreams.sequins.ktor.BaseRoute,26
com.github.salomonbrys.kotson.toMap,1
kotlin.collections.mutableListOf,1
kotlin.collections.mutableMapOf,2
io.ktor.request.receiveText,5
io.ktor.response.respondText,3
com.fasterxml.jackson.databind.node.ObjectNode,21
io.prometheus.client.CollectorRegistry,5
io.prometheus.client.exporter.common.TextFormat,1
twitter4j.TwitterFactory,1
twitter4j.conf.Configuration,1
twitter4j.conf.ConfigurationBuilder,1
org.jsoup.parser.Parser,5
javax.crypto.Mac,14
io.ktor.request.header,2
kotlinx.html,62
kotlinx.coroutines.flow.MutableStateFlow,165
kotlinx.coroutines.flow.first,158
io.ktor.features,19
io.ktor.http.content,4
io.ktor.routing,28
io.ktor.server.engine,1
io.ktor.server.netty,2
kotlinx.html.stream.appendHTML,14
org.jetbrains.exposed.sql.count,5
kotlinx.coroutines.future.asDeferred,1
kotlinx.coroutines.joinAll,17
org.jetbrains.kotlin.utils.getOrPutNullable,1
net.dv8tion.jda.internal.JDAImpl,1
net.dv8tion.jda.internal.requests.RateLimiter,1
net.dv8tion.jda.internal.requests.Requester,1
net.dv8tion.jda.internal.requests.ratelimit.BotRateLimiter,1
net.dv8tion.jda.internal.requests.ratelimit.IBucket,1
net.dv8tion.jda.api.utils.SessionController,2
net.dv8tion.jda.api.utils.SessionController.SessionConnectNode,1
net.dv8tion.jda.api.utils.SessionControllerAdapter,2
javax.annotation.CheckReturnValue,9
javax.annotation.Nonnegative,1
com.neovisionaries.ws.client.OpeningHandshakeException,1
io.ktor.client.request.delete,2
io.ktor.client.request.put,1
com.fasterxml.jackson.annotation.JsonCreator,46
com.fasterxml.jackson.annotation.JsonProperty,134
com.fasterxml.jackson.annotation.JsonIgnore,57
io.ktor.client.engine.apache,1
net.dv8tion.jda.api.events.Event,1
net.perfectdreams.dreamstorageservice.client.DreamStorageServiceClient,1
kotlin.collections,7
org.w3c.dom.CanvasRenderingContext2D,20
org.khronos.webgl.get,5
kotlin.math.floor,52
org.w3c.dom.NamedNodeMap,1
java.awt.color.ColorSpace,1
java.awt.image,7
javax.imageio.IIOImage,3
javax.imageio.ImageReader,1
javax.imageio.ImageWriteParam,3
javax.imageio.plugins.jpeg.JPEGImageWriteParam,1
com.fasterxml.jackson.databind.annotation.JsonDeserialize,25
com.fasterxml.jackson.databind.annotation.JsonSerialize,19
com.fasterxml.jackson.annotation.JsonSubTypes,35
com.fasterxml.jackson.annotation.JsonTypeInfo,44
com.fasterxml.jackson.core.JsonGenerator,27
com.fasterxml.jackson.core.JsonProcessingException,9
com.fasterxml.jackson.databind.SerializerProvider,19
com.fasterxml.jackson.databind.ser.std.StdSerializer,14
com.fasterxml.jackson.core.JsonParser,45
com.fasterxml.jackson.core.TreeNode,6
com.fasterxml.jackson.databind.DeserializationContext,40
com.fasterxml.jackson.databind.JavaType,13
com.fasterxml.jackson.databind.node.IntNode,3
com.fasterxml.jackson.databind.node.TextNode,2
com.fasterxml.jackson.databind.deser.std.StdDeserializer,25
com.fasterxml.jackson.databind.node.JsonNodeFactory,4
java.math.BigInteger,239
java.awt.RenderingHints,9
kotlin.jvm.Volatile,1
io.ktor.client.request.forms,3
org.jetbrains.exposed.sql.sum,7
kotlinx.html.DIV,16
kotlinx.html.IMG,1
kotlinx.html.ScriptType,2
kotlinx.html.a,28
kotlinx.html.div,57
kotlinx.html.fieldSet,1
kotlinx.html.i,10
kotlinx.html.id,30
kotlinx.html.img,19
kotlinx.html.ins,2
kotlinx.html.legend,1
kotlinx.html.script,16
kotlinx.html.span,11
kotlinx.html.style,30
kotlinx.html.unsafe,8
kotlinx.html.HtmlBlockTag,2
kotlinx.html.classes,11
kotlinx.html.h1,14
kotlinx.html.code,7
kotlinx.html.li,16
kotlinx.html.ul,16
kotlinx.html.HEAD,3
kotlinx.html.HTML,3
kotlinx.html.link,7
kotlinx.html.styleLink,1
kotlinx.html.b,5
kotlinx.html.footer,1
kotlinx.html.h2,7
kotlinx.html.h3,6
kotlinx.html.hr,4
kotlinx.html.nav,1
kotlinx.html.strong,4
java.awt.MultipleGradientPaint,1
java.awt.RadialGradientPaint,2
java.awt.geom.Point2D,2
net.dv8tion.jda.api.events.guild.member.update.GuildMemberUpdateBoostTimeEvent,1
io.ktor.http.CacheControl,2
io.ktor.response.cacheControl,1
io.ktor.response.respondTextWriter,1
kotlin.dom.hasClass,1
kotlinx.html.dom.append,26
kotlinx.html.CommonAttributeGroupFacade,5
kotlinx.html.FlowContent,9
kotlinx.html.dom.create,13
kotlinx.html.input,7
kotlinx.dom.addClass,19
org.w3c.dom.MessageEvent,7
org.w3c.dom.ParentNode,2
org.w3c.dom.Window,7
kotlinx.html.js.script,1
org.w3c.dom.HTMLModElement,2
io.ktor.client.request.patch,1
kotlin.js.Json,22
kotlin.js.json,18
org.w3c.dom.Image,6
kotlinx.dom.hasClass,5
org.w3c.dom.HTMLScriptElement,1
org.w3c.dom.url.URL,2
kotlinx.html.js.onChangeFunction,7
kotlinx.dom.removeClass,17
kotlinx.serialization.decodeFromString,84
kotlinx.serialization.KSerializer,151
kotlinx.serialization.descriptors.PrimitiveKind,23
kotlinx.serialization.descriptors.PrimitiveSerialDescriptor,26
kotlinx.serialization.descriptors.SerialDescriptor,83
kotlinx.serialization.encoding.Decoder,72
kotlinx.serialization.encoding.Encoder,71
kotlin.coroutines.resumeWithException,44
org.w3c.files.FileReader,9
kotlinx.html.label,2
kotlinx.html.TagConsumer,4
kotlinx.html.button,4
kotlinx.html.h5,1
kotlinx.html.textArea,2
kotlinx.serialization.modules.SerializersModule,90
kotlinx.serialization.modules.polymorphic,12
kotlinx.html.js.button,1
kotlinx.html.js.div,1
kotlinx.html.js.hr,1
kotlinx.html.js.i,2
kotlinx.html.js.option,1
kotlinx.html.js.select,1
kotlinx.html.js.span,1
kotlinx.html.js.textArea,1
kotlinx.html.dom.prepend,1
org.w3c.dom.Audio,4
kotlinx.html.TD,1
kotlinx.html.table,3
kotlinx.html.td,3
kotlinx.html.th,3
kotlinx.html.tr,3
kotlinx.html.canvas,4
kotlinx.html.thead,2
io.ktor.client.engine.js,1
kotlinx.coroutines.CoroutineExceptionHandler,26
org.w3c.xhr.XMLHttpRequest,2
kotlin.js,34
io.ktor.application.call,14
io.ktor.routing.delete,1
io.ktor.routing.get,8
io.ktor.routing.put,1
org.w3c.dom.NodeList,15
javax.inject.Singleton,396
org.jetbrains.exposed.dao.UUIDEntity,6
org.jetbrains.exposed.dao.UUIDEntityClass,6
org.jetbrains.exposed.dao.id.UUIDTable,6
org.jetbrains.exposed.sql.jodatime.datetime,3
org.joda.time.DateTime,120
dagger.Binds,116
dagger.Module,372
javax.inject.Qualifier,65
dagger.Provides,287
io.ktor.config,9
dagger.BindsInstance,15
dagger.Component,68
dagger.Lazy,57
dagger.Subcomponent,24
io.ktor.auth,10
com.auth0.jwt.JWT,6
com.auth0.jwt.JWTVerifier,3
com.auth0.jwt.algorithms.Algorithm,6
io.ktor.auth.jwt,3
io.ktor.serialization,4
io.ktor.http.HttpHeaders,6
io.ktor.http.HttpMethod,8
io.ktor.server.testing.TestApplicationEngine,6
io.ktor.server.testing.handleRequest,8
io.ktor.server.testing.setBody,6
io.kotest.assertions.throwables.shouldThrow,53
io.kotest.core.spec.style.AnnotationSpec,3
io.kotest.matchers.collections.shouldHaveSize,27
io.kotest.matchers.shouldBe,387
io.kotest.matchers.shouldNotBe,14
io.kotest.matchers.string.shouldContainIgnoringCase,5
io.kotest.matchers.string.shouldInclude,3
io.ktor.server.testing,7
org.testcontainers.containers.PostgreSQLContainer,7
dagger.hilt.InstallIn,196
dagger.hilt.components.SingletonComponent,168
retrofit2.Retrofit,134
retrofit2.converter.moshi.MoshiConverterFactory,42
androidx.lifecycle.asFlow,6
androidx.work.Constraints,15
androidx.work.ExistingWorkPolicy,20
androidx.work.NetworkType,16
androidx.work.OneTimeWorkRequestBuilder,34
androidx.work.WorkInfo.State,3
kotlinx.coroutines.flow.distinctUntilChanged,32
kotlinx.coroutines.flow.transformWhile,3
androidx.lifecycle.ViewModel,530
kotlinx.coroutines.flow.StateFlow,95
kotlinx.coroutines.flow.asStateFlow,38
kotlinx.coroutines.flow.updateAndGet,3
dagger.hilt.android.lifecycle.HiltViewModel,117
androidx.lifecycle.viewModelScope,216
kotlinx.coroutines.flow.launchIn,60
kotlinx.coroutines.flow.onEach,77
kotlinx.coroutines.flow.onStart,13
androidx.lifecycle.ViewModelProvider,327
dagger.assisted.Assisted,25
dagger.assisted.AssistedFactory,7
dagger.assisted.AssistedInject,25
dagger.hilt.android.components.ActivityRetainedComponent,3
kotlinx.coroutines.flow.firstOrNull,53
com.google.android.material.dialog.MaterialAlertDialogBuilder,101
com.google.android.material.textfield.TextInputLayout,24
androidx.core.app.ShareCompat,15
dev.shreyaspatil.noty.R,6
android.provider.MediaStore,35
android.net.Network,25
android.net.NetworkCapabilities,22
android.net.NetworkRequest,14
kotlinx.coroutines.channels.awaitClose,37
kotlinx.coroutines.flow.callbackFlow,35
androidx.lifecycle.DefaultLifecycleObserver,49
androidx.lifecycle.Lifecycle,149
androidx.lifecycle.LifecycleOwner,237
androidx.lifecycle.Observer,241
kotlin.properties.ReadWriteProperty,50
androidx.hilt.work.HiltWorker,17
androidx.core.content.edit,32
androidx.security.crypto.EncryptedSharedPreferences,4
androidx.security.crypto.MasterKey,4
androidx.datastore.core.DataStore,33
androidx.datastore.preferences.core.Preferences,19
androidx.datastore.preferences.core.booleanPreferencesKey,8
androidx.datastore.preferences.core.edit,13
androidx.datastore.preferences.core.emptyPreferences,4
androidx.datastore.preferences.preferencesDataStore,10
kotlinx.coroutines.flow.catch,39
kotlinx.coroutines.ExperimentalCoroutinesApi,396
io.kotest.core.spec.style.BehaviorSpec,31
kotlinx.coroutines.test.TestCoroutineDispatcher,29
kotlinx.coroutines.test.resetMain,22
kotlinx.coroutines.test.setMain,29
androidx.arch.core.executor.ArchTaskExecutor,8
androidx.arch.core.executor.TaskExecutor,7
androidx.work.OneTimeWorkRequest,11
androidx.work.WorkInfo,12
io.kotest.core.spec.Spec,10
io.mockk.spyk,229
kotlinx.coroutines.flow.flowOn,32
io.mockk.coEvery,98
io.mockk.coVerify,87
kotlinx.coroutines.flow.MutableSharedFlow,44
kotlinx.coroutines.flow.flowOf,70
io.mockk.clearAllMocks,12
io.mockk.slot,108
androidx.lifecycle.LiveData,363
androidx.lifecycle.asLiveData,19
androidx.work.ExistingPeriodicWorkPolicy,14
androidx.work.Operation,4
androidx.work.PeriodicWorkRequest,4
androidx.work.WorkContinuation,3
androidx.work.WorkQuery,3
androidx.work.WorkRequest,4
com.google.common.util.concurrent.ListenableFuture,5
java.util.concurrent.Executor,67
io.kotest.matchers.collections.shouldContain,10
io.kotest.matchers.collections.shouldNotContain,8
androidx.datastore.preferences.core.MutablePreferences,3
io.mockk.coInvoke,3
io.mockk.mockkStatic,128
androidx.core.view.isVisible,339
androidx.core.widget.addTextChangedListener,20
dagger.hilt.android.AndroidEntryPoint,233
androidx.lifecycle.flowWithLifecycle,9
androidx.lifecycle.lifecycleScope,260
androidx.viewbinding.ViewBinding,76
androidx.recyclerview.widget.DiffUtil,218
androidx.recyclerview.widget.ListAdapter,123
androidx.core.content.res.ResourcesCompat,66
androidx.fragment.app.DialogFragment,81
androidx.core.view.drawToBitmap,3
androidx.navigation.fragment.navArgs,80
androidx.appcompat.app.AppCompatDelegate,54
androidx.navigation.NavController,332
androidx.navigation.findNavController,38
androidx.navigation.fragment.NavHostFragment,29
androidx.navigation.ui.AppBarConfiguration,11
androidx.navigation.ui.navigateUp,5
androidx.navigation.ui.onNavDestinationSelected,3
androidx.navigation.ui.setupActionBarWithNavController,6
androidx.hilt.navigation.fragment.hiltNavGraphViewModels,5
androidx.hilt.work.HiltWorkerFactory,14
dagger.hilt.android.HiltAndroidApp,24
androidx.compose.ui.res.colorResource,11
androidx.compose.ui.res.stringResource,230
androidx.compose.foundation.layout.requiredSize,3
androidx.compose.ui.tooling.preview.Preview,299
androidx.compose.material.FloatingActionButton,10
com.google.accompanist.swiperefresh.SwipeRefresh,10
com.google.accompanist.swiperefresh.rememberSwipeRefreshState,31
androidx.compose.material.ExtendedFloatingActionButton,6
androidx.compose.material.icons.filled.Done,12
androidx.compose.foundation.layout.wrapContentHeight,32
androidx.compose.ui.graphics.asAndroidBitmap,12
dev.shreyaspatil.capturable.Capturable,3
dev.shreyaspatil.capturable.controller.CaptureController,3
dev.shreyaspatil.capturable.controller.rememberCaptureController,3
androidx.compose.runtime.collectAsState,33
dagger.hilt.EntryPoint,13
dagger.hilt.android.components.ActivityComponent,18
androidx.compose.runtime.produceState,5
androidx.lifecycle.ViewModelStoreOwner,14
androidx.lifecycle.viewmodel.compose.LocalViewModelStoreOwner,3
androidx.lifecycle.viewmodel.compose.viewModel,41
dagger.hilt.android.EntryPointAccessors,9
com.airbnb.lottie.compose.LottieAnimation,4
com.airbnb.lottie.compose.LottieCompositionSpec,4
